종목,코드,시장,현재가,전일종가,등락률,거래량,현재가 업데이트시각,추천 근거,진입 전략,리스크
JK리버스톤리츠,204210,KOSPI,850,1000,-15.0,668563,2026-06-09T16:09:55,,,
HL만도,204320,KOSPI,51600,50300,2.38,377880,2026-06-09T16:09:55,,,
KODEX 차이나H레버리,204450,KOSPI,2330,2285,1.53,104174,2026-06-09T16:09:55,,,
TIGER 차이나CSI300레,204480,KOSPI,32695,32875,0.43,11164,2026-06-09T16:09:55,,,
ACE 일본TOPIX인버스(,205720,KOSPI,1543,1570,-1.28,32443,2026-06-09T16:09:55,,,
삼성바이오로직스,207940,KOSPI,1296000,1298000,4.26,59718,2026-06-09T16:09:55,,,
디와이파워,210540,KOSPI,12260,12150,4.34,42022,2026-06-09T16:09:55,,,
TIGER 코스피고배당,210780,KOSPI,23800,23420,4.13,17525,2026-06-09T16:09:55,,,
SK디앤디,210980,KOSPI,11320,11370,0.09,14012,2026-06-09T16:09:55,,,
TIGER 배당성장,211560,KOSPI,37195,36540,4.03,14078,2026-06-09T16:09:55,,,
KODEX 코리아배당성장,211900,KOSPI,29835,29160,4.12,75717,2026-06-09T16:09:55,,,
한솔제지,213500,KOSPI,6370,6360,2.41,59665,2026-06-09T16:09:55,,,
KODEX 삼성그룹밸류,213610,KOSPI,25690,24515,7.11,50274,2026-06-09T16:09:55,,,
PLUS 미국다우존스고,213630,KOSPI,19900,20005,-0.4,5227,2026-06-09T16:09:55,,,
이노션,214320,KOSPI,20100,19970,3.55,127358,2026-06-09T16:09:55,,,
금호에이치티,214330,KOSPI,2555,2555,0.0,0,2026-06-09T16:09:55,,,
경보제약,214390,KOSPI,5260,5350,3.54,40027,2026-06-09T16:09:55,,,
토니모리,214420,KOSPI,5410,5380,5.25,65907,2026-06-09T16:09:55,,,
KODEX 단기채권PLUS,214980,KOSPI,114660,114670,0.02,62975,2026-06-09T16:09:55,,,
HK S&P코리아로우볼,215620,KOSPI,15485,15535,0.65,330,2026-06-09T16:09:55,,,
티엠씨,217590,KOSPI,17420,22600,3.02,149847,2026-06-09T16:09:55,,,
TIGER 원유선물인버스,217770,KOSPI,1314,1337,5.12,815606,2026-06-09T16:09:55,,,
TIGER 차이나CSI300인,217780,KOSPI,4925,4930,0.51,413,2026-06-09T16:09:55,,,
KODEX 미국S&P500에너,218420,KOSPI,20250,20235,-2.76,52868,2026-06-09T16:09:55,,,
RISE 미국S&P원유생산,219390,KOSPI,7310,7245,-2.99,55838,2026-06-09T16:09:55,,,
KODEX 미국S&P500선물,219480,KOSPI,32140,31850,0.36,33331,2026-06-09T16:09:55,,,
ACE 중국본토CSI300레,219900,KOSPI,5410,5455,-0.28,4680,2026-06-09T16:09:55,,,
SOL 차이나강소기업CS,220130,KOSPI,6955,6910,1.38,914,2026-06-09T16:09:55,,,
KODEX 200가치저변동,223190,KOSPI,31680,30435,5.11,11797,2026-06-09T16:09:55,,,
TIGER 미국S&P500선물,225030,KOSPI,2325,2340,0.0,20699,2026-06-09T16:09:55,,,
TIGER 미국S&P500레버,225040,KOSPI,64020,62960,0.86,7096,2026-06-09T16:09:55,,,
TIGER 유로스탁스레버,225050,KOSPI,14905,14955,2.48,9,2026-06-09T16:09:55,,,
TIGER 이머징마켓MSCI,225060,KOSPI,16485,15920,3.61,173,2026-06-09T16:09:55,,,
ACE 골드선물 레버리,225130,KOSPI,49500,46380,1.29,4492,2026-06-09T16:09:55,,,
KIWOOM 미국달러선물,225800,KOSPI,17930,18160,-2.87,1143,2026-06-09T16:09:55,,,
잇츠한불,226320,KOSPI,9700,9500,5.21,45973,2026-06-09T16:09:55,,,
ACE Fn성장소비주도주,226380,KOSPI,5885,5700,2.44,89,2026-06-09T16:09:55,,,
KODEX 코스피,226490,KOSPI,83310,79580,8.0,380031,2026-06-09T16:09:55,,,
KODEX 200 중소형,226980,KOSPI,24615,24620,3.97,9817,2026-06-09T16:09:55,,,
TIGER 200 헬스케어,227540,KOSPI,18085,17985,5.08,51189,2026-06-09T16:09:55,,,
TIGER 200 산업재,227550,KOSPI,12650,12915,2.89,10345,2026-06-09T16:09:55,,,
TIGER 200 생활소비재,227560,KOSPI,12690,12635,3.72,3003,2026-06-09T16:09:55,,,
TIGER 우량가치,227570,KOSPI,21090,21000,3.23,4743,2026-06-09T16:09:55,,,
PLUS 코스피,227830,KOSPI,83755,80310,8.84,586,2026-06-09T16:09:55,,,
현대코퍼레이션홀딩스,227840,KOSPI,11850,12020,1.72,5509,2026-06-09T16:09:55,,,
TIGER 화장품,228790,KOSPI,3390,3390,6.6,2203261,2026-06-09T16:09:55,,,
TIGER 여행레저,228800,KOSPI,2930,2960,4.09,265864,2026-06-09T16:09:55,,,
TIGER 미디어컨텐츠,228810,KOSPI,3490,3455,3.71,370779,2026-06-09T16:09:55,,,
TIGER KTOP30,228820,KOSPI,22330,21025,7.46,46752,2026-06-09T16:09:55,,,
KODEX 코스닥150,229200,KOSPI,16760,16560,6.14,50766912,2026-06-09T16:09:55,,,
LS에코에너지,229640,KOSPI,57300,56700,3.43,101309,2026-06-09T16:09:55,,,
KODEX KTOP30,229720,KOSPI,44380,41970,7.22,5753,2026-06-09T16:09:55,,,
KIWOOM 미국달러선물,230480,KOSPI,3875,3830,3.47,18818,2026-06-09T16:09:55,,,
TIGER 코스닥150,232080,KOSPI,17060,16890,5.63,5436328,2026-06-09T16:09:55,,,
TIGER 코스닥150 레버,233160,KOSPI,12510,12275,11.35,1804252,2026-06-09T16:09:55,,,
KODEX 코스닥150레버,233740,KOSPI,11315,11050,11.26,87368820,2026-06-09T16:09:55,,,
JW생명과학,234080,KOSPI,11200,11010,4.38,30274,2026-06-09T16:09:55,,,
RISE V&S셀렉트밸류,234310,KOSPI,31405,30615,5.65,1007,2026-06-09T16:09:55,,,
TIGER 인도니프티50레,236350,KOSPI,30965,32215,-2.89,2984,2026-06-09T16:09:55,,,
KODEX 코스피100,237350,KOSPI,104400,98915,9.17,542318,2026-06-09T16:09:55,,,
KODEX 코리아배당성장,237370,KOSPI,15935,15840,1.56,88527,2026-06-09T16:09:55,,,
TIGER 경기방어채권혼,237440,KOSPI,10075,10120,0.2,8166,2026-06-09T16:09:55,,,
PLUS 스마트베타Quali,238670,KOSPI,13310,13150,1.8,1313,2026-06-09T16:09:55,,,
ACE 일본Nikkei225(H),238720,KOSPI,47450,46650,2.2,12284,2026-06-09T16:09:55,,,
PLUS 우량회사채50,239660,KOSPI,120795,120770,0.11,1130,2026-06-09T16:09:55,,,
TIGER 일본니케이225,241180,KOSPI,37105,36800,0.75,73365,2026-06-09T16:09:55,,,
RISE V&S셀렉트밸류채,241390,KOSPI,16415,16245,2.75,17997,2026-06-09T16:09:55,,,
두산밥캣,241560,KOSPI,63400,63300,3.76,274377,2026-06-09T16:09:55,,,
화승엔터프라이즈,241590,KOSPI,3380,3490,5.79,96882,2026-06-09T16:09:55,,,
TIGER 200IT레버리지,243880,KOSPI,696775,602850,22.67,223985,2026-06-09T16:09:55,,,
TIGER 200에너지화학,243890,KOSPI,10085,9930,5.88,17260,2026-06-09T16:09:55,,,
KODEX 바이오,244580,KOSPI,9730,9545,5.99,1375724,2026-06-09T16:09:55,,,
KODEX 모멘텀Plus,244620,KOSPI,23760,23480,10.77,3180,2026-06-09T16:09:55,,,
KODEX 퀄리티Plus,244660,KOSPI,9315,9240,2.93,346,2026-06-09T16:09:55,,,
KODEX 밸류Plus,244670,KOSPI,11710,11747,2.9,5407,2026-06-09T16:09:55,,,
에이플러스에셋,244920,KOSPI,8910,9790,0.11,16418,2026-06-09T16:09:55,,,
TIGER 미국다우존스30,245340,KOSPI,37300,37545,-1.41,49489,2026-06-09T16:09:55,,,
TIGER 유로스탁스배당,245350,KOSPI,20015,20260,-0.94,3483,2026-06-09T16:09:55,,,
TIGER 차이나HSCEI,245360,KOSPI,13385,13285,0.11,39776,2026-06-09T16:09:55,,,
ACE 베트남VN30(합성),245710,KOSPI,31075,31245,-1.51,65115,2026-06-09T16:09:55,,,
솔루엠,248070,KOSPI,17990,18180,6.64,212379,2026-06-09T16:09:55,,,
샘표식품,248170,KOSPI,22950,22600,0.88,8799,2026-06-09T16:09:55,,,
TIGER S&P글로벌헬스,248270,KOSPI,26150,26550,-1.69,5377,2026-06-09T16:09:55,,,
일동제약,249420,KOSPI,18770,18720,6.05,187504,2026-06-09T16:09:55,,,
RISE 차이나HSCEI(H),250730,KOSPI,9825,9755,0.41,6523,2026-06-09T16:09:55,,,
TIGER 코스닥150선물,250780,KOSPI,2300,2335,-6.5,453801,2026-06-09T16:09:55,,,
넷마블,251270,KOSPI,40600,40000,1.37,297387,2026-06-09T16:09:55,,,
KODEX 코스닥150선물,251340,KOSPI,2285,2300,-6.35,70393961,2026-06-09T16:09:55,,,
KODEX MSCI선진국,251350,KOSPI,41275,41335,-0.9,42099,2026-06-09T16:09:55,,,
PLUS 고배당저변동50,251590,KOSPI,16915,16965,1.99,2385,2026-06-09T16:09:55,,,
PLUS 고배당주채권혼,251600,KOSPI,15595,15535,1.46,469174,2026-06-09T16:09:55,,,
TIGER 200동일가중,252000,KOSPI,20510,20185,4.48,274,2026-06-09T16:09:55,,,
RISE 200선물레버리지,252400,KOSPI,170565,154035,17.01,61973,2026-06-09T16:09:55,,,
RISE 200선물인버스,252410,KOSPI,1255,1323,-9.84,75382,2026-06-09T16:09:55,,,
RISE 200선물인버스2X,252420,KOSPI,88,96,-19.27,4262699,2026-06-09T16:09:55,,,
KODEX 200동일가중,252650,KOSPI,19665,19105,4.77,4114,2026-06-09T16:09:55,,,
KODEX 200선물인버스2,252670,KOSPI,85,93,-17.48,10407009106,2026-06-09T16:09:55,,,
TIGER 200선물인버스2,252710,KOSPI,90,99,-17.43,100039020,2026-06-09T16:09:55,,,
PLUS 200선물레버리지,253150,KOSPI,341520,308630,17.65,39701,2026-06-09T16:09:55,,,
PLUS 200선물인버스2X,253160,KOSPI,174,189,-18.31,1437822,2026-06-09T16:09:55,,,
KIWOOM 200선물인버스,253230,KOSPI,85,90,-15.0,4603708,2026-06-09T16:09:55,,,
KIWOOM 200선물인버스,253240,KOSPI,1275,1341,-7.74,47750,2026-06-09T16:09:55,,,
KIWOOM 200선물레버리,253250,KOSPI,167890,151480,18.02,61780,2026-06-09T16:09:55,,,
RISE 헬스케어,253280,KOSPI,13425,13255,5.09,22811,2026-06-09T16:09:55,,,
RISE 헬스케어채권혼,253290,KOSPI,11735,11710,1.91,135918,2026-06-09T16:09:55,,,
ACE MSCI인도네시아(,256440,KOSPI,5070,5460,1.5,188856,2026-06-09T16:09:55,,,
PLUS 심천차이넥스트(,256450,KOSPI,18670,18385,0.76,262,2026-06-09T16:09:55,,,
KODEX 차이나심천ChiN,256750,KOSPI,19505,19190,1.25,36563,2026-06-09T16:09:55,,,
크래프톤,259960,KOSPI,244500,232000,0.0,157063,2026-06-09T16:09:55,,,
TIGER 코스닥150IT,261060,KOSPI,28285,27815,10.64,101154,2026-06-09T16:09:55,,,
TIGER 코스닥150바이,261070,KOSPI,14460,14415,5.93,309258,2026-06-09T16:09:55,,,
TIGER 미국달러선물레,261110,KOSPI,19050,19250,-3.03,5401,2026-06-09T16:09:55,,,
TIGER 미국달러선물인,261120,KOSPI,4435,4355,2.66,84732,2026-06-09T16:09:55,,,
TIGER 우선주,261140,KOSPI,27800,26590,4.28,49916,2026-06-09T16:09:55,,,
KODEX WTI원유선물(H),261220,KOSPI,24500,23940,-4.35,187152,2026-06-09T16:09:55,,,
KODEX 미국달러선물,261240,KOSPI,15510,15615,-1.56,142498,2026-06-09T16:09:55,,,
KODEX 미국달러선물레,261250,KOSPI,19005,19265,-3.11,126554,2026-06-09T16:09:55,,,
KODEX 미국달러선물인,261260,KOSPI,4470,4405,3.0,1942335,2026-06-09T16:09:55,,,
KODEX 미국달러선물인,261270,KOSPI,7380,7340,1.58,444779,2026-06-09T16:09:55,,,
ACE MSCI필리핀(합성),261920,KOSPI,13240,13375,-1.34,298,2026-06-09T16:09:55,,,
크라운제과,264900,KOSPI,8100,8150,1.25,5805,2026-06-09T16:09:55,,,
크라운제과우,026490,KOSPI,0,8050,0.0,0,,,,
ACE 러시아MSCI(합성),265690,KOSPI,8535,8535,0.0,0,2026-06-09T16:09:55,,,
RISE 고배당,266160,KOSPI,38030,36235,8.02,42013,2026-06-09T16:09:55,,,
KODEX K콘텐츠,266360,KOSPI,11255,10685,-0.22,62289,2026-06-09T16:09:55,,,
KODEX IT,266370,KOSPI,85785,80550,12.76,100705,2026-06-09T16:09:55,,,
KODEX 경기소비재,266390,KOSPI,16850,16800,3.37,128833,2026-06-09T16:09:55,,,
KODEX 필수소비재,266410,KOSPI,9180,9235,4.68,23681,2026-06-09T16:09:55,,,
KODEX 헬스케어,266420,KOSPI,17725,17495,5.54,176505,2026-06-09T16:09:55,,,
PLUS 중형주저변동50,266550,KOSPI,18520,18615,4.66,304,2026-06-09T16:09:55,,,
HD현대,267250,KOSPI,241000,242500,-2.82,182603,2026-06-09T16:09:55,,,
HD현대일렉트릭,267260,KOSPI,944000,986000,6.19,126447,2026-06-09T16:09:55,,,
HD건설기계,267270,KOSPI,143900,144200,8.36,346100,2026-06-09T16:09:55,,,
경동도시가스,267290,KOSPI,19970,19920,0.25,23854,2026-06-09T16:09:55,,,
RISE 미국장기국채선,267440,KOSPI,8210,8090,1.8,3572,2026-06-09T16:09:55,,,
RISE 미국장기국채선,267450,KOSPI,10990,10950,-0.09,390,2026-06-09T16:09:55,,,
RISE 미국장기국채선,267490,KOSPI,5180,5235,-0.58,5,2026-06-09T16:09:55,,,
TIGER 200선물레버리,267770,KOSPI,141210,127800,17.3,104133,2026-06-09T16:09:55,,,
아시아나IDT,267850,KOSPI,9250,9150,-0.11,36305,2026-06-09T16:09:55,,,
미원에스씨,268280,KOSPI,95500,98300,-0.83,2341,2026-06-09T16:09:55,,,
TIGER S&P글로벌인프,269370,KOSPI,18900,19110,-2.05,1156,2026-06-09T16:09:55,,,
KODEX S&P글로벌인프,269420,KOSPI,24220,24310,-2.34,2723,2026-06-09T16:09:55,,,
PLUS S&P글로벌인프라,269530,KOSPI,22060,22125,-2.71,1350,2026-06-09T16:09:55,,,
PLUS 미국S&P500(H),269540,KOSPI,29660,29310,0.42,17953,2026-06-09T16:09:55,,,
RISE KQ고배당,270800,KOSPI,16345,16370,5.93,3709,2026-06-09T16:09:55,,,
RISE 코스닥150,270810,KOSPI,16680,16445,6.55,677662,2026-06-09T16:09:55,,,
KODEX WTI원유선물인,271050,KOSPI,2040,2080,5.26,3640237,2026-06-09T16:09:55,,,
KODEX 3대농산물선물(,271060,KOSPI,7720,7730,0.98,42377,2026-06-09T16:09:55,,,
오리온,271560,KOSPI,132900,132500,3.83,88443,2026-06-09T16:09:55,,,
일진하이솔루스,271940,KOSPI,12510,12980,-0.95,89992,2026-06-09T16:09:55,,,
제일약품,271980,KOSPI,10180,10150,4.95,27221,2026-06-09T16:09:55,,,
한화시스템,272210,KOSPI,86600,91600,0.12,719905,2026-06-09T16:09:55,,,
진에어,272450,KOSPI,5410,5320,1.88,84318,2026-06-09T16:09:55,,,
삼양패키징,272550,KOSPI,8770,8800,2.69,35560,2026-06-09T16:09:55,,,
RISE 단기국공채액티,272560,KOSPI,114055,114040,0.01,8471,2026-06-09T16:09:55,,,
RISE 중장기국공채액,272570,KOSPI,106905,107045,0.39,18,2026-06-09T16:09:55,,,
TIGER 단기채권액티브,272580,KOSPI,56685,56680,-0.01,64592,2026-06-09T16:09:55,,,
ACE 중장기국공채액티,272910,KOSPI,105255,105175,0.28,218,2026-06-09T16:09:55,,,
KODEX 종합채권(AA-이,273130,KOSPI,110150,109850,0.57,94492,2026-06-09T16:09:55,,,
KODEX 단기변동금리부,273140,KOSPI,114820,114815,0.0,6844,2026-06-09T16:09:55,,,
KODEX 모멘텀주,275280,KOSPI,51075,48375,9.84,14138,2026-06-09T16:09:55,,,
KODEX 가치주,275290,KOSPI,38695,36725,9.26,3754,2026-06-09T16:09:55,,,
KODEX 우량주,275300,KOSPI,35495,33705,9.79,15260,2026-06-09T16:09:55,,,
RISE 코스닥150선물인,275750,KOSPI,2330,2355,-6.8,63684,2026-06-09T16:09:55,,,
TIGER 글로벌4차산업,275980,KOSPI,24030,23380,0.54,9427,2026-06-09T16:09:55,,,
TIGER 글로벌자원생산,276000,KOSPI,19815,19505,0.0,937,2026-06-09T16:09:55,,,
RISE 글로벌테크놀로,276650,KOSPI,46450,45220,0.89,113,2026-06-09T16:09:55,,,
KODEX 미국S&P500배당,276970,KOSPI,7340,7475,0.34,10386,2026-06-09T16:09:55,,,
KODEX 글로벌로봇(합,276990,KOSPI,29215,29165,-2.55,28317,2026-06-09T16:09:55,,,
ACE 아시아TOP50,277540,KOSPI,36000,34655,3.72,1302,2026-06-09T16:09:55,,,
TIGER 코스피,277630,KOSPI,84465,80550,8.89,68209,2026-06-09T16:09:55,,,
TIGER 코스피대형주,277640,KOSPI,44830,42785,8.74,65481,2026-06-09T16:09:55,,,
TIGER 코스피중형주,277650,KOSPI,22400,21995,3.49,4539,2026-06-09T16:09:55,,,
RISE 코스닥150선물레,278240,KOSPI,12735,12410,12.6,154479,2026-06-09T16:09:55,,,
에이피알,278470,KOSPI,405000,410500,10.66,286296,2026-06-09T16:09:55,,,
KODEX 200TR,278530,KOSPI,47000,44800,8.8,987558,2026-06-09T16:09:55,,,
KODEX MSCI Korea TR,278540,KOSPI,46100,43640,8.62,87841,2026-06-09T16:09:55,,,
PLUS 단기채권액티브,278620,KOSPI,117960,118030,-0.04,457,2026-06-09T16:09:55,,,
KODEX 고배당주,279530,KOSPI,17890,17810,4.8,627546,2026-06-09T16:09:55,,,
KODEX 최소변동성,279540,KOSPI,24430,23410,8.46,1017,2026-06-09T16:09:55,,,
케이뱅크,279570,KOSPI,5780,6030,6.06,2349984,2026-06-09T16:09:55,,,
ACE 미국IT인터넷(합,280320,KOSPI,20345,20310,-0.61,549,2026-06-09T16:09:55,,,
롯데웰푸드,280360,KOSPI,104300,103200,1.16,22180,2026-06-09T16:09:55,,,
PLUS 주도업종,280920,KOSPI,29060,27460,5.79,254,2026-06-09T16:09:55,,,
KODEX 미국러셀2000(H,280930,KOSPI,16310,16230,1.24,14740,2026-06-09T16:09:55,,,
KODEX 골드선물인버스,280940,KOSPI,3475,3600,-0.29,5350,2026-06-09T16:09:55,,,
케이씨텍,281820,KOSPI,66400,65100,12.73,133189,2026-06-09T16:09:55,,,
RISE 중소형고배당,281990,KOSPI,17500,17590,3.89,1318,2026-06-09T16:09:55,,,
RISE 국고채3년선물인,282000,KOSPI,114840,114800,-0.34,21,2026-06-09T16:09:55,,,
BGF리테일,282330,KOSPI,128700,130100,1.26,75961,2026-06-09T16:09:55,,,
KODEX 차이나CSI300,283580,KOSPI,17240,17230,-0.03,121736,2026-06-09T16:09:55,,,
KODEX 200미국채혼합,284430,KOSPI,23765,23425,2.66,1908649,2026-06-09T16:09:55,,,
쿠쿠홈시스,284740,KOSPI,22150,22200,3.99,11674,2026-06-09T16:09:55,,,
RISE 200금융,284980,KOSPI,22735,22285,3.58,18117,2026-06-09T16:09:55,,,
SK케미칼,285130,KOSPI,40500,40750,4.52,68534,2026-06-09T16:09:55,,,
SK케미칼우,028513,KOSPI,0,21450,0.0,0,,,,
FOCUS ESG리더스,285690,KOSPI,23790,23285,4.96,3,2026-06-09T16:09:55,,,
롯데이노베이트,286940,KOSPI,20100,19720,1.06,46140,2026-06-09T16:09:55,,,
PLUS 미국나스닥테크,287180,KOSPI,60160,58880,1.07,12129,2026-06-09T16:09:55,,,
KODEX MSCI KOREA ESG,289040,KOSPI,39045,37510,8.85,52,2026-06-09T16:09:55,,,
TIGER MSCI KOREA ESG,289250,KOSPI,40875,38100,8.83,1740,2026-06-09T16:09:55,,,
TIGER MSCI KOREA ESG,289260,KOSPI,32755,30900,9.11,809,2026-06-09T16:09:55,,,
TIGER 200커버드콜,289480,KOSPI,11900,11730,12.11,149894,2026-06-09T16:09:55,,,
PLUS 국채선물10년,289670,KOSPI,51835,51675,0.67,362,2026-06-09T16:09:55,,,
RISE 200고배당커버드,290080,KOSPI,6350,6470,9.01,26123,2026-06-09T16:09:55,,,
RISE ESG사회책임투자,290130,KOSPI,56670,53730,9.24,415775,2026-06-09T16:09:55,,,
ACE MSCI멕시코(합성),291130,KOSPI,19260,19250,-1.53,1497,2026-06-09T16:09:55,,,
KIWOOM 코스닥150선물,291620,KOSPI,4085,4100,-7.05,58882,2026-06-09T16:09:55,,,
KIWOOM 코스닥150선물,291630,KOSPI,5650,5555,12.33,135932,2026-06-09T16:09:55,,,
RISE 차이나H선물인버,291680,KOSPI,7985,8062,1.14,425,2026-06-09T16:09:55,,,
KODEX MSCI EM선물(H),291890,KOSPI,12405,12130,3.63,301,2026-06-09T16:09:55,,,
RISE KRX300,292050,KOSPI,58925,55930,9.4,1796,2026-06-09T16:09:55,,,
TIGER 코리아TOP10,292150,KOSPI,45745,43150,9.22,1703405,2026-06-09T16:09:55,,,
TIGER KRX300,292160,KOSPI,57545,55030,8.9,5428,2026-06-09T16:09:55,,,
KODEX KRX300,292190,KOSPI,57710,54850,8.75,58433,2026-06-09T16:09:55,,,
SOL KRX300,292500,KOSPI,58800,55020,9.65,872,2026-06-09T16:09:55,,,
TIGER 일본엔선물,292560,KOSPI,8765,8775,-0.9,54207,2026-06-09T16:09:55,,,
KODEX 국채선물3년인,292770,KOSPI,57785,57780,-0.3,119,2026-06-09T16:09:55,,,
HANARO 200,293180,KOSPI,130400,124075,9.16,49733,2026-06-09T16:09:55,,,
하나제약,293480,KOSPI,9030,8930,2.27,24815,2026-06-09T16:09:55,,,
신한알파리츠,293940,KOSPI,5230,5220,-0.19,313752,2026-06-09T16:09:55,,,
KIWOOM 200TR,294400,KOSPI,170000,161510,8.58,200472,2026-06-09T16:09:55,,,
IPARK현대산업개발,294870,KOSPI,19800,19630,4.16,159714,2026-06-09T16:09:55,,,
RISE 국채선물10년,295000,KOSPI,51095,51130,0.53,57,2026-06-09T16:09:55,,,
RISE 국채선물10년인,295020,KOSPI,60355,60375,-0.6,166007,2026-06-09T16:09:55,,,
SOL 200TR,295040,KOSPI,48750,46335,8.98,205172,2026-06-09T16:09:55,,,
효성화학,298000,KOSPI,38900,38900,0.0,0,2026-06-09T16:09:55,,,
효성티앤씨,298020,KOSPI,324500,328000,3.51,21354,2026-06-09T16:09:55,,,
효성중공업,298040,KOSPI,3467000,3437000,8.48,47004,2026-06-09T16:09:55,,,
HS효성첨단소재,298050,KOSPI,191500,190200,2.46,13318,2026-06-09T16:09:55,,,
PLUS 국채선물3년,298340,KOSPI,55845,55815,0.08,20706,2026-06-09T16:09:55,,,
에어부산,298690,KOSPI,1607,1586,1.39,91648,2026-06-09T16:09:55,,,
KODEX 한국대만IT프리,298770,KOSPI,93785,88675,6.33,64921,2026-06-09T16:09:55,,,
TIGER K게임,300610,KOSPI,5800,5640,2.56,22705,2026-06-09T16:09:55,,,
RISE 게임테마,300640,KOSPI,6865,6700,2.62,15658,2026-06-09T16:09:55,,,
한일시멘트,300720,KOSPI,13770,14250,1.25,123816,2026-06-09T16:09:55,,,
KODEX 게임산업,300950,KOSPI,6065,5930,0.75,415727,2026-06-09T16:09:55,,,
PLUS 코스닥150,301400,KOSPI,16960,16750,6.27,17314,2026-06-09T16:09:55,,,
PLUS 코스닥150선물인,301410,KOSPI,3395,3425,-6.73,163033,2026-06-09T16:09:55,,,
TIGER 중장기국채,302190,KOSPI,49720,49765,0.36,21301,2026-06-09T16:09:55,,,
SK바이오사이언스,302440,KOSPI,39000,38600,4.42,116237,2026-06-09T16:09:55,,,
RISE 코스피,302450,KOSPI,84280,80490,8.16,29866,2026-06-09T16:09:55,,,
KODEX 미국30년국채울,304660,KOSPI,7420,7450,0.2,40292,2026-06-09T16:09:55,,,
KODEX 미국30년국채울,304670,KOSPI,12055,12015,0.08,2076,2026-06-09T16:09:55,,,
HANARO KRX300,304760,KOSPI,56750,53340,9.97,216,2026-06-09T16:09:55,,,
HANARO 코스닥150,304770,KOSPI,16785,16570,7.29,20625,2026-06-09T16:09:55,,,
HANARO 200선물레버리,304780,KOSPI,207545,186950,17.98,8719,2026-06-09T16:09:55,,,
KODEX 미국나스닥100,304940,KOSPI,32760,31970,1.83,8298,2026-06-09T16:09:55,,,
ACE 코스피,305050,KOSPI,83435,80275,7.92,12202,2026-06-09T16:09:55,,,
TIGER 미국채10년선물,305080,KOSPI,13535,13650,-1.17,108117,2026-06-09T16:09:55,,,
TIGER 2차전지테마,305540,KOSPI,20815,20370,3.4,615049,2026-06-09T16:09:55,,,
KODEX 2차전지산업,305720,KOSPI,16775,16335,3.04,8345240,2026-06-09T16:09:55,,,
세아제강,306200,KOSPI,137600,142200,-2.41,10132,2026-06-09T16:09:55,,,
HANARO 200선물인버스,306520,KOSPI,2270,2385,-9.92,48167,2026-06-09T16:09:55,,,
HANARO 코스닥150선물,306530,KOSPI,11425,11050,5.64,19574,2026-06-09T16:09:55,,,
KODEX KRX300레버리지,306950,KOSPI,129210,119135,13.89,3317,2026-06-09T16:09:55,,,
TIGER 의료기기,307510,KOSPI,14465,14225,3.69,3930,2026-06-09T16:09:55,,,
TIGER 지주회사,307520,KOSPI,23535,23205,3.61,1052726,2026-06-09T16:09:55,,,
현대오토에버,307950,KOSPI,687000,683000,-8.64,338857,2026-06-09T16:09:55,,,
씨티알모빌리티,308170,KOSPI,3690,3580,1.51,69290,2026-06-09T16:09:55,,,
KODEX 미국10년국채선,308620,KOSPI,12640,12765,-1.33,41270,2026-06-09T16:09:55,,,
ACE 미국WideMoat동일,309230,KOSPI,31040,31530,-1.73,13647,2026-06-09T16:09:55,,,
RISE 중국MSCI China(,310080,KOSPI,9290,9320,0.7,5373,2026-06-09T16:09:55,,,
TIGER 200TR,310960,KOSPI,75770,72175,8.7,119058,2026-06-09T16:09:55,메타버스 AI 아바타 기술 구글 협력,기술주 강세 추종,메타버스 시장 성장 불확실성
TIGER MSCI Korea TR,310970,KOSPI,57955,54770,8.63,60930,2026-06-09T16:09:55,,,
KODEX 미국빅테크10(H,314250,KOSPI,58915,57025,2.16,53393,2026-06-09T16:09:55,,,
HANARO 농업융복합산,314700,KOSPI,11830,11705,4.14,247,2026-06-09T16:09:55,,,
TIGER 200커뮤니케이,315270,KOSPI,22320,21350,-0.27,74103,2026-06-09T16:09:55,,,
KODEX Top5PlusTR,315930,KOSPI,98955,92495,10.39,175614,2026-06-09T16:09:55,,,
RISE 대형고배당10TR,315960,KOSPI,94450,89730,7.89,436768,2026-06-09T16:09:55,,,
우리금융지주,316140,KOSPI,30000,29800,3.99,4475243,2026-06-09T16:09:55,,,
ACE 싱가포르리츠,316300,KOSPI,14210,14430,-0.59,415,2026-06-09T16:09:55,,,
KIWOOM 코스닥150,316670,KOSPI,8355,8270,6.57,437771,2026-06-09T16:09:55,,,
자이에스앤디,317400,KOSPI,3495,3420,3.25,168768,2026-06-09T16:09:55,,,
명인제약,317450,KOSPI,43800,43750,5.54,18501,2026-06-09T16:09:55,,,
TIGER 골드선물(H),319640,KOSPI,25870,25100,1.03,25444,2026-06-09T16:09:55,,,
KODEX 멀티에셋하이인,321410,KOSPI,10555,10535,-0.42,35,2026-06-09T16:09:55,,,
